d,uh,u
0.046,0.16665,0.16665
0.0465,0.16665,0.16665
0.047,0.166649,0.166649
0.0475,0.166649,0.166649
0.048,0.166648,0.166648
0.0485,0.166648,0.166648
0.049,0.166647,0.166647
0.0495,0.166646,0.166646
0.05,0.166646,0.166646
0.0505,0.166645,0.166645
0.051,0.166645,0.166645
0.0515,0.166644,0.166644
0.052,0.166643,0.166643
0.0525,0.166643,0.166643
0.053,0.166642,0.166642
0.0535,0.166641,0.166641
0.054,0.16664,0.16664
0.0545,0.16664,0.16664
0.055,0.166639,0.166639
0.0555,0.166638,0.166638
0.056,0.166637,0.166637
0.0565,0.166637,0.166637
0.057,0.166636,0.166636
0.0575,0.166635,0.166635
0.058,0.166634,0.166634
0.0585,0.166633,0.166633
0.059,0.166632,0.166632
0.0595,0.166632,0.166632
0.06,0.166631,0.166631
0.0605,0.16663,0.16663
0.061,0.166629,0.166629
0.0615,0.166628,0.166628
0.062,0.166627,0.166627
0.0625,0.166626,0.166626
0.063,0.166625,0.166625
0.0635,0.166624,0.166624
0.064,0.166623,0.166623
0.0645,0.166622,0.166622
0.065,0.166621,0.166621
0.0655,0.16662,0.16662
0.066,0.166619,0.166619
0.0665,0.166618,0.166618
0.067,0.166617,0.166617
0.0675,0.166615,0.166615
0.068,0.166614,0.166614
0.0685,0.166613,0.166613
0.069,0.166612,0.166612
0.0695,0.166611,0.166611
0.07,0.166609,0.166609
0.0705,0.166608,0.166608
0.071,0.166607,0.166607
0.0715,0.166606,0.166606
0.072,0.166604,0.166604
0.0725,0.166603,0.166603
0.073,0.166602,0.166602
0.0735,0.1666,0.1666
0.074,0.166599,0.166599
0.0745,0.166598,0.166598
0.075,0.166596,0.166596
0.0755,0.166595,0.166595
0.076,0.166594,0.166594
0.0765,0.166592,0.166592
0.077,0.166591,0.166591
0.0775,0.166589,0.166589
0.078,0.166588,0.166588
0.0785,0.166586,0.166586
0.079,0.166584,0.166584
0.0795,0.166583,0.166583
0.08,0.166581,0.166581
0.0805,0.16658,0.16658
0.081,0.166578,0.166578
0.0815,0.166576,0.166576
0.082,0.166575,0.166575
0.0825,0.166573,0.166573
0.083,0.166571,0.166571
0.0835,0.16657,0.16657
0.084,0.166568,0.166568
0.0845,0.166566,0.166566
0.085,0.166564,0.166564
0.0855,0.166562,0.166562
0.086,0.166561,0.166561
0.0865,0.166559,0.166559
0.087,0.166557,0.166557
0.0875,0.166555,0.166555
0.088,0.166553,0.166553
0.0885,0.166551,0.166551
0.089,0.166549,0.166549
0.0895,0.166547,0.166547
0.09,0.166545,0.166545
0.0905,0.166543,0.166543
0.091,0.166541,0.166541
0.0915,0.166539,0.166539
0.092,0.166537,0.166537
0.0925,0.166535,0.166535
0.093,0.166533,0.166533
0.0935,0.16653,0.16653
0.094,0.166528,0.166528
0.0945,0.166526,0.166526
0.095,0.166524,0.166524
0.0955,0.166521,0.166522
0.096,0.166519,0.166519
0.0965,0.166517,0.166517
0.097,0.166515,0.166515
0.0975,0.166512,0.166512
0.098,0.16651,0.16651
0.0985,0.166507,0.166507
0.099,0.166505,0.166505
0.0995,0.166502,0.166502
0.1,0.1665,0.1665
0.1005,0.166497,0.166497
0.101,0.166495,0.166495
0.1015,0.166492,0.166492
0.102,0.16649,0.16649
0.1025,0.166487,0.166487
0.103,0.166485,0.166485
0.1035,0.166482,0.166482
0.104,0.166479,0.166479
0.1045,0.166476,0.166476
0.105,0.166474,0.166474
0.1055,0.166471,0.166471
0.106,0.166468,0.166468
0.1065,0.166465,0.166465
0.107,0.166462,0.166462
0.1075,0.16646,0.16646
0.108,0.166457,0.166457
0.1085,0.166454,0.166454
0.109,0.166451,0.166451
0.1095,0.166448,0.166448
0.11,0.166445,0.166445
0.1105,0.166442,0.166442
0.111,0.166439,0.166439
0.1115,0.166436,0.166436
0.112,0.166433,0.166433
0.1125,0.166429,0.166429
0.113,0.166426,0.166426
0.1135,0.166423,0.166423
0.114,0.16642,0.16642
0.1145,0.166416,0.166416
0.115,0.166413,0.166413
0.1155,0.16641,0.16641
0.116,0.166407,0.166407
0.1165,0.166403,0.166403
0.117,0.1664,0.1664
0.1175,0.166396,0.166396
0.118,0.166393,0.166393
0.1185,0.166389,0.166389
0.119,0.166386,0.166386
0.1195,0.166382,0.166382
0.12,0.166379,0.166379
0.1205,0.166375,0.166375
0.121,0.166371,0.166371
0.1215,0.166368,0.166368
0.122,0.166364,0.166364
0.1225,0.16636,0.16636
0.123,0.166357,0.166357
0.1235,0.166353,0.166353
0.124,0.166349,0.166349
0.1245,0.166345,0.166345
0.125,0.166341,0.166341
0.1255,0.166337,0.166337
0.126,0.166333,0.166333
0.1265,0.166329,0.166329
0.127,0.166325,0.166325
0.1275,0.166321,0.166321
0.128,0.166317,0.166317
0.1285,0.166313,0.166313
0.129,0.166309,0.166309
0.1295,0.166305,0.166305
0.13,0.1663,0.1663
0.1305,0.166296,0.166296
0.131,0.166292,0.166292
0.1315,0.166288,0.166288
0.132,0.166283,0.166283
0.1325,0.166279,0.166279
0.133,0.166275,0.166275
0.1335,0.16627,0.16627
0.134,0.166266,0.166266
0.1345,0.166261,0.166261
0.135,0.166257,0.166257
0.1355,0.166252,0.166252
0.136,0.166247,0.166247
0.1365,0.166243,0.166243
0.137,0.166238,0.166238
0.1375,0.166233,0.166233
0.138,0.166229,0.166229
0.1385,0.166224,0.166224
0.139,0.166219,0.166219
0.1395,0.166214,0.166214
0.14,0.166209,0.166209
0.1405,0.166204,0.166204
0.141,0.166199,0.166199
0.1415,0.166194,0.166194
0.142,0.166189,0.166189
0.1425,0.166184,0.166184
0.143,0.166179,0.166179
0.1435,0.166174,0.166174
0.144,0.166169,0.166169
0.1445,0.166164,0.166164
0.145,0.166159,0.166159
0.1455,0.166153,0.166153
0.146,0.166148,0.166148
0.1465,0.166143,0.166143
0.147,0.166137,0.166137
0.1475,0.166132,0.166132
0.148,0.166126,0.166126
0.1485,0.166121,0.166121
0.149,0.166115,0.166115
0.1495,0.16611,0.16611
0.15,0.166104,0.166104
0.1505,0.166099,0.166099
0.151,0.166093,0.166093
0.1515,0.166087,0.166087
0.152,0.166081,0.166081
0.1525,0.166076,0.166076
0.153,0.16607,0.16607
0.1535,0.166064,0.166064
0.154,0.166058,0.166058
0.1545,0.166052,0.166052
0.155,0.166046,0.166046
0.1555,0.16604,0.16604
0.156,0.166034,0.166034
0.1565,0.166028,0.166028
0.157,0.166022,0.166022
0.1575,0.166015,0.166016
0.158,0.166009,0.166009
0.1585,0.166003,0.166003
0.159,0.165997,0.165997
0.1595,0.16599,0.16599
0.16,0.165984,0.165984
0.1605,0.165978,0.165978
0.161,0.165971,0.165971
0.1615,0.165965,0.165965
0.162,0.165958,0.165958
0.1625,0.165951,0.165951
0.163,0.165945,0.165945
0.1635,0.165938,0.165938
0.164,0.165932,0.165932
0.1645,0.165925,0.165925
0.165,0.165918,0.165918
0.1655,0.165911,0.165911
0.166,0.165904,0.165904
0.1665,0.165897,0.165897
0.167,0.16589,0.16589
0.1675,0.165883,0.165883
0.168,0.165876,0.165876
0.1685,0.165869,0.165869
0.169,0.165862,0.165862
0.1695,0.165855,0.165855
0.17,0.165848,0.165848
0.1705,0.165841,0.165841
0.171,0.165833,0.165833
0.1715,0.165826,0.165826
0.172,0.165819,0.165819
0.1725,0.165811,0.165811
0.173,0.165804,0.165804
0.1735,0.165796,0.165796
0.174,0.165789,0.165789
0.1745,0.165781,0.165781
0.175,0.165773,0.165773
0.1755,0.165766,0.165766
0.176,0.165758,0.165758
0.1765,0.16575,0.16575
0.177,0.165742,0.165742
0.1775,0.165735,0.165735
0.178,0.165727,0.165727
0.1785,0.165719,0.165719
0.179,0.165711,0.165711
0.1795,0.165703,0.165703
0.18,0.165695,0.165695
0.1805,0.165687,0.165687
0.181,0.165678,0.165678
0.1815,0.16567,0.16567
0.182,0.165662,0.165662
0.1825,0.165654,0.165654
0.183,0.165645,0.165645
0.1835,0.165637,0.165637
0.184,0.165628,0.165628
0.1845,0.16562,0.16562
0.185,0.165611,0.165611
0.1855,0.165603,0.165603
0.186,0.165594,0.165594
0.1865,0.165585,0.165586
0.187,0.165577,0.165577
0.1875,0.165568,0.165568
0.188,0.165559,0.165559
0.1885,0.16555,0.16555
0.189,0.165541,0.165541
0.1895,0.165532,0.165533
0.19,0.165523,0.165524
0.1905,0.165514,0.165514
0.191,0.165505,0.165505
0.1915,0.165496,0.165496
0.192,0.165487,0.165487
0.1925,0.165478,0.165478
0.193,0.165468,0.165468
0.1935,0.165459,0.165459
0.194,0.16545,0.16545
0.1945,0.16544,0.16544
0.195,0.165431,0.165431
0.1955,0.165421,0.165421
0.196,0.165412,0.165412
0.1965,0.165402,0.165402
0.197,0.165392,0.165392
0.1975,0.165383,0.165383
0.198,0.165373,0.165373
0.1985,0.165363,0.165363
0.199,0.165353,0.165353
0.1995,0.165343,0.165343
0.2,0.165333,0.165333
0.2005,0.165323,0.165323
0.201,0.165313,0.165313
0.2015,0.165303,0.165303
0.202,0.165293,0.165293
0.2025,0.165283,0.165283
0.203,0.165272,0.165272
0.2035,0.165262,0.165262
0.204,0.165252,0.165252
0.2045,0.165241,0.165241
0.205,0.165231,0.165231
0.2055,0.16522,0.16522
0.206,0.16521,0.16521
0.2065,0.165199,0.165199
0.207,0.165188,0.165188
0.2075,0.165178,0.165178
0.208,0.165167,0.165167
0.2085,0.165156,0.165156
0.209,0.165145,0.165145
0.2095,0.165134,0.165134
0.21,0.165123,0.165123
0.2105,0.165112,0.165112
0.211,0.165101,0.165101
0.2115,0.16509,0.16509
0.212,0.165079,0.165079
0.2125,0.165067,0.165067
0.213,0.165056,0.165056
0.2135,0.165045,0.165045
0.214,0.165033,0.165033
0.2145,0.165022,0.165022
0.215,0.16501,0.16501
0.2155,0.164999,0.164999
0.216,0.164987,0.164987
0.2165,0.164975,0.164975
0.217,0.164964,0.164964
0.2175,0.164952,0.164952
0.218,0.16494,0.16494
0.2185,0.164928,0.164928
0.219,0.164916,0.164916
0.2195,0.164904,0.164904
0.22,0.164892,0.164892
0.2205,0.16488,0.16488
0.221,0.164868,0.164868
0.2215,0.164855,0.164855
0.222,0.164843,0.164843
0.2225,0.164831,0.164831
0.223,0.164818,0.164818
0.2235,0.164806,0.164806
0.224,0.164793,0.164793
0.2245,0.164781,0.164781
0.225,0.164768,0.164768
0.2255,0.164756,0.164756
0.226,0.164743,0.164743
0.2265,0.16473,0.16473
0.227,0.164717,0.164717
0.2275,0.164704,0.164704
0.228,0.164691,0.164691
0.2285,0.164678,0.164678
0.229,0.164665,0.164665
0.2295,0.164652,0.164652
0.23,0.164639,0.164639
0.2305,0.164626,0.164626
0.231,0.164612,0.164612
0.2315,0.164599,0.164599
0.232,0.164585,0.164585
0.2325,0.164572,0.164572
0.233,0.164558,0.164558
0.2335,0.164545,0.164545
0.234,0.164531,0.164531
0.2345,0.164517,0.164517
0.235,0.164504,0.164504
0.2355,0.16449,0.16449
0.236,0.164476,0.164476
0.2365,0.164462,0.164462
0.237,0.164448,0.164448
0.2375,0.164434,0.164434
0.238,0.16442,0.16442
0.2385,0.164406,0.164406
0.239,0.164391,0.164391
0.2395,0.164377,0.164377
0.24,0.164363,0.164363
0.2405,0.164348,0.164348
0.241,0.164334,0.164334
0.2415,0.164319,0.164319
0.242,0.164305,0.164305
0.2425,0.16429,0.16429
0.243,0.164275,0.164275
0.2435,0.16426,0.16426
0.244,0.164246,0.164246
0.2445,0.164231,0.164231
0.245,0.164216,0.164216
0.2455,0.164201,0.164201
0.246,0.164186,0.164186
0.2465,0.16417,0.16417
0.247,0.164155,0.164155
0.2475,0.16414,0.16414
0.248,0.164125,0.164125
0.2485,0.164109,0.164109
0.249,0.164094,0.164094
0.2495,0.164078,0.164078
0.25,0.164062,0.164062
0.2505,0.164047,0.164047
0.251,0.164031,0.164031
0.2515,0.164015,0.164015
0.252,0.163999,0.163999
0.2525,0.163984,0.163984
0.253,0.163968,0.163968
0.2535,0.163952,0.163952
0.254,0.163935,0.163935
0.2545,0.163919,0.163919
0.255,0.163903,0.163903
0.2555,0.163887,0.163887
0.256,0.16387,0.16387
0.2565,0.163854,0.163854
0.257,0.163838,0.163838
0.2575,0.163821,0.163821
0.258,0.163804,0.163804
0.2585,0.163788,0.163788
0.259,0.163771,0.163771
0.2595,0.163754,0.163754
0.26,0.163737,0.163737
0.2605,0.16372,0.16372
0.261,0.163703,0.163703
0.2615,0.163686,0.163686
0.262,0.163669,0.163669
0.2625,0.163652,0.163652
0.263,0.163635,0.163635
0.2635,0.163617,0.163617
0.264,0.1636,0.1636
0.2645,0.163583,0.163583
0.265,0.163565,0.163565
0.2655,0.163547,0.163547
0.266,0.16353,0.16353
0.2665,0.163512,0.163512
0.267,0.163494,0.163494
0.2675,0.163476,0.163476
0.268,0.163459,0.163459
0.2685,0.163441,0.163441
0.269,0.163422,0.163422
0.2695,0.163404,0.163404
0.27,0.163386,0.163386
0.2705,0.163368,0.163368
0.271,0.16335,0.16335
0.2715,0.163331,0.163331
0.272,0.163313,0.163313
0.2725,0.163294,0.163294
0.273,0.163276,0.163276
0.2735,0.163257,0.163257
0.274,0.163238,0.163238
0.2745,0.163219,0.163219
0.275,0.163201,0.163201
0.2755,0.163182,0.163182
0.276,0.163163,0.163163
0.2765,0.163143,0.163143
0.277,0.163124,0.163124
0.2775,0.163105,0.163105
0.278,0.163086,0.163086
0.2785,0.163066,0.163066
0.279,0.163047,0.163047
0.2795,0.163028,0.163028
0.28,0.163008,0.163008
0.2805,0.162988,0.162988
0.281,0.162969,0.162969
0.2815,0.162949,0.162949
0.282,0.162929,0.162929
0.2825,0.162909,0.162909
0.283,0.162889,0.162889
0.2835,0.162869,0.162869
0.284,0.162849,0.162849
0.2845,0.162829,0.162829
0.285,0.162808,0.162808
0.2855,0.162788,0.162788
0.286,0.162768,0.162768
0.2865,0.162747,0.162747
0.287,0.162727,0.162727
0.2875,0.162706,0.162706
0.288,0.162685,0.162685
0.2885,0.162665,0.162665
0.289,0.162644,0.162644
0.2895,0.162623,0.162623
0.29,0.162602,0.162602
0.2905,0.162581,0.162581
0.291,0.16256,0.16256
0.2915,0.162538,0.162538
0.292,0.162517,0.162517
0.2925,0.162496,0.162496
0.293,0.162474,0.162474
0.2935,0.162453,0.162453
0.294,0.162431,0.162431
0.2945,0.16241,0.16241
0.295,0.162388,0.162388
0.2955,0.162366,0.162366
0.296,0.162344,0.162344
0.2965,0.162322,0.162322
0.297,0.1623,0.1623
0.2975,0.162278,0.162278
0.298,0.162256,0.162256
0.2985,0.162234,0.162234
0.299,0.162212,0.162212
0.2995,0.162189,0.162189
0.3,0.162167,0.162167
0.3005,0.162144,0.162144
0.301,0.162122,0.162122
0.3015,0.162099,0.162099
0.302,0.162076,0.162076
0.3025,0.162053,0.162053
0.303,0.16203,0.16203
0.3035,0.162007,0.162007
0.304,0.161984,0.161984
0.3045,0.161961,0.161961
0.305,0.161938,0.161938
0.3055,0.161915,0.161915
0.306,0.161891,0.161891
0.3065,0.161868,0.161868
0.307,0.161844,0.161844
0.3075,0.161821,0.161821
0.308,0.161797,0.161797
0.3085,0.161773,0.161773
0.309,0.161749,0.161749
0.3095,0.161725,0.161725
0.31,0.161701,0.161701
0.3105,0.161677,0.161677
0.311,0.161653,0.161653
0.3115,0.161629,0.161629
0.312,0.161605,0.161605
0.3125,0.16158,0.16158
0.313,0.161556,0.161556
0.3135,0.161531,0.161531
0.314,0.161507,0.161507
0.3145,0.161482,0.161482
0.315,0.161457,0.161457
0.3155,0.161432,0.161433
0.316,0.161408,0.161408
0.3165,0.161383,0.161383
0.317,0.161357,0.161357
0.3175,0.161332,0.161332
0.318,0.161307,0.161307
0.3185,0.161282,0.161282
0.319,0.161256,0.161256
0.3195,0.161231,0.161231
0.32,0.161205,0.161205
0.3205,0.16118,0.16118
0.321,0.161154,0.161154
0.3215,0.161128,0.161128
0.322,0.161102,0.161102
0.3225,0.161076,0.161076
0.323,0.16105,0.16105
0.3235,0.161024,0.161024
0.324,0.160998,0.160998
0.3245,0.160972,0.160972
0.325,0.160945,0.160945
0.3255,0.160919,0.160919
0.326,0.160892,0.160892
0.3265,0.160866,0.160866
0.327,0.160839,0.160839
0.3275,0.160812,0.160812
0.328,0.160785,0.160785
0.3285,0.160758,0.160758
0.329,0.160731,0.160731
0.3295,0.160704,0.160704
0.33,0.160677,0.160677
0.3305,0.16065,0.16065
0.331,0.160623,0.160623
0.3315,0.160595,0.160595
0.332,0.160568,0.160568
0.3325,0.16054,0.16054
0.333,0.160512,0.160512
0.3335,0.160485,0.160485
0.334,0.160457,0.160457
0.3345,0.160429,0.160429
0.335,0.160401,0.160401
0.3355,0.160373,0.160373
0.336,0.160344,0.160344
0.3365,0.160316,0.160316
0.337,0.160288,0.160288
0.3375,0.160259,0.160259
0.338,0.160231,0.160231
0.3385,0.160202,0.160202
0.339,0.160174,0.160174
0.3395,0.160145,0.160145
0.34,0.160116,0.160116
0.3405,0.160087,0.160087
0.341,0.160058,0.160058
0.3415,0.160029,0.160029
0.342,0.16,0.16
0.3425,0.15997,0.15997
0.343,0.159941,0.159941
0.3435,0.159912,0.159912
0.344,0.159882,0.159882
0.3445,0.159852,0.159852
0.345,0.159823,0.159823
0.3455,0.159793,0.159793
0.346,0.159763,0.159763
0.3465,0.159733,0.159733
0.347,0.159703,0.159703
0.3475,0.159673,0.159673
0.348,0.159643,0.159643
0.3485,0.159612,0.159612
0.349,0.159582,0.159582
0.3495,0.159551,0.159551
0.35,0.159521,0.159521
0.3505,0.15949,0.15949
0.351,0.159459,0.159459
0.3515,0.159429,0.159429
0.352,0.159398,0.159398
0.3525,0.159367,0.159367
0.353,0.159336,0.159336
0.3535,0.159304,0.159304
0.354,0.159273,0.159273
0.3545,0.159242,0.159242
0.355,0.15921,0.15921
0.3555,0.159179,0.159179
0.356,0.159147,0.159147
0.3565,0.159115,0.159115
0.357,0.159083,0.159083
0.3575,0.159051,0.159052
0.358,0.15902,0.15902
0.3585,0.158987,0.158987
0.359,0.158955,0.158955
0.3595,0.158923,0.158923
0.36,0.158891,0.158891
0.3605,0.158858,0.158858
0.361,0.158826,0.158826
0.3615,0.158793,0.158793
0.362,0.15876,0.15876
0.3625,0.158727,0.158728
0.363,0.158695,0.158695
0.3635,0.158662,0.158662
0.364,0.158629,0.158629
0.3645,0.158595,0.158595
0.365,0.158562,0.158562
0.3655,0.158529,0.158529
0.366,0.158495,0.158495
0.3665,0.158462,0.158462
0.367,0.158428,0.158428
0.3675,0.158394,0.158394
0.368,0.158361,0.158361
0.3685,0.158327,0.158327
0.369,0.158293,0.158293
0.3695,0.158259,0.158259
0.37,0.158224,0.158225
0.3705,0.15819,0.15819
0.371,0.158156,0.158156
0.3715,0.158121,0.158121
0.372,0.158087,0.158087
0.3725,0.158052,0.158052
0.373,0.158017,0.158017
0.3735,0.157983,0.157983
0.374,0.157948,0.157948
0.3745,0.157913,0.157913
0.375,0.157878,0.157878
0.3755,0.157842,0.157842
0.376,0.157807,0.157807
0.3765,0.157772,0.157772
0.377,0.157736,0.157736
0.3775,0.157701,0.157701
0.378,0.157665,0.157665
0.3785,0.157629,0.157629
0.379,0.157593,0.157593
0.3795,0.157557,0.157557
0.38,0.157521,0.157521
0.3805,0.157485,0.157485
0.381,0.157449,0.157449
0.3815,0.157413,0.157413
0.382,0.157376,0.157376
0.3825,0.15734,0.15734
0.383,0.157303,0.157303
0.3835,0.157266,0.157266
0.384,0.157229,0.157229
0.3845,0.157193,0.157193
0.385,0.157156,0.157156
0.3855,0.157118,0.157118
0.386,0.157081,0.157081
0.3865,0.157044,0.157044
0.387,0.157007,0.157007
0.3875,0.156969,0.156969
0.388,0.156931,0.156931
0.3885,0.156894,0.156894
0.389,0.156856,0.156856
0.3895,0.156818,0.156818
0.39,0.15678,0.15678
0.3905,0.156742,0.156742
0.391,0.156704,0.156704
0.3915,0.156666,0.156666
0.392,0.156627,0.156627
0.3925,0.156589,0.156589
0.393,0.15655,0.15655
0.3935,0.156512,0.156512
0.394,0.156473,0.156473
0.3945,0.156434,0.156434
0.395,0.156395,0.156395
0.3955,0.156356,0.156356
0.396,0.156317,0.156317
0.3965,0.156278,0.156278
0.397,0.156238,0.156238
0.3975,0.156199,0.156199
0.398,0.156159,0.156159
0.3985,0.15612,0.15612
0.399,0.15608,0.15608
0.3995,0.15604,0.15604
0.4,0.156,0.156
0.4005,0.15596,0.15596
0.401,0.15592,0.15592
0.4015,0.155879,0.15588
0.402,0.155839,0.155839
0.4025,0.155799,0.155799
0.403,0.155758,0.155758
0.4035,0.155717,0.155718
0.404,0.155677,0.155677
0.4045,0.155636,0.155636
0.405,0.155595,0.155595
0.4055,0.155554,0.155554
0.406,0.155513,0.155513
0.4065,0.155471,0.155472
0.407,0.15543,0.15543
0.4075,0.155389,0.155389
0.408,0.155347,0.155347
0.4085,0.155305,0.155305
0.409,0.155264,0.155264
0.4095,0.155222,0.155222
0.41,0.15518,0.15518
0.4105,0.155138,0.155138
0.411,0.155096,0.155096
0.4115,0.155053,0.155053
0.412,0.155011,0.155011
0.4125,0.154968,0.154968
0.413,0.154926,0.154926
0.4135,0.154883,0.154883
0.414,0.15484,0.15484
0.4145,0.154797,0.154797
0.415,0.154754,0.154754
0.4155,0.154711,0.154711
0.416,0.154668,0.154668
0.4165,0.154625,0.154625
0.417,0.154581,0.154581
0.4175,0.154538,0.154538
0.418,0.154494,0.154494
0.4185,0.15445,0.15445
0.419,0.154407,0.154407
0.4195,0.154363,0.154363
0.42,0.154319,0.154319
0.4205,0.154274,0.154275
0.421,0.15423,0.15423
0.4215,0.154186,0.154186
0.422,0.154141,0.154141
0.4225,0.154097,0.154097
0.423,0.154052,0.154052
0.4235,0.154007,0.154007
0.424,0.153962,0.153962
0.4245,0.153917,0.153917
0.425,0.153872,0.153872
0.4255,0.153827,0.153827
0.426,0.153782,0.153782
0.4265,0.153736,0.153736
0.427,0.153691,0.153691
0.4275,0.153645,0.153645
0.428,0.1536,0.1536
0.4285,0.153554,0.153554
0.429,0.153508,0.153508
0.4295,0.153462,0.153462
0.43,0.153415,0.153416
0.4305,0.153369,0.153369
0.431,0.153323,0.153323
0.4315,0.153276,0.153276
0.432,0.15323,0.15323
0.4325,0.153183,0.153183
0.433,0.153136,0.153136
0.4335,0.153089,0.153089
0.434,0.153042,0.153042
0.4345,0.152995,0.152995
0.435,0.152948,0.152948
0.4355,0.1529,0.1529
0.436,0.152853,0.152853
0.4365,0.152805,0.152805
0.437,0.152758,0.152758
0.4375,0.15271,0.15271
0.438,0.152662,0.152662
0.4385,0.152614,0.152614
0.439,0.152566,0.152566
0.4395,0.152518,0.152518
0.44,0.152469,0.152469
0.4405,0.152421,0.152421
0.441,0.152372,0.152372
0.4415,0.152324,0.152324
0.442,0.152275,0.152275
0.4425,0.152226,0.152226
0.443,0.152177,0.152177
0.4435,0.152128,0.152128
0.444,0.152079,0.152079
0.4445,0.152029,0.152029
0.445,0.15198,0.15198
0.4455,0.15193,0.15193
0.446,0.151881,0.151881
0.4465,0.151831,0.151831
0.447,0.151781,0.151781
0.4475,0.151731,0.151731
0.448,0.151681,0.151681
0.4485,0.15163,0.151631
0.449,0.15158,0.15158
0.4495,0.15153,0.15153
0.45,0.151479,0.151479
0.4505,0.151428,0.151428
0.451,0.151378,0.151378
0.4515,0.151327,0.151327
0.452,0.151276,0.151276
0.4525,0.151225,0.151225
0.453,0.151173,0.151173
0.4535,0.151122,0.151122
0.454,0.151071,0.151071
0.4545,0.151019,0.151019
0.455,0.150967,0.150967
0.4555,0.150915,0.150915
0.456,0.150864,0.150864
0.4565,0.150811,0.150811
0.457,0.150759,0.150759
0.4575,0.150707,0.150707
0.458,0.150655,0.150655
0.4585,0.150602,0.150602
0.459,0.15055,0.15055
0.4595,0.150497,0.150497
0.46,0.150444,0.150444
0.4605,0.150391,0.150391
0.461,0.150338,0.150338
0.4615,0.150285,0.150285
0.462,0.150231,0.150231
0.4625,0.150178,0.150178
0.463,0.150125,0.150125
0.4635,0.150071,0.150071
0.464,0.150017,0.150017
0.4645,0.149963,0.149963
0.465,0.149909,0.149909
0.4655,0.149855,0.149855
0.466,0.149801,0.149801
0.4665,0.149746,0.149747
0.467,0.149692,0.149692
0.4675,0.149637,0.149637
0.468,0.149583,0.149583
0.4685,0.149528,0.149528
0.469,0.149473,0.149473
0.4695,0.149418,0.149418
0.47,0.149363,0.149363
0.4705,0.149307,0.149308
0.471,0.149252,0.149252
0.4715,0.149197,0.149197
0.472,0.149141,0.149141
0.4725,0.149085,0.149085
0.473,0.149029,0.149029
0.4735,0.148973,0.148973
0.474,0.148917,0.148917
0.4745,0.148861,0.148861
0.475,0.148805,0.148805
0.4755,0.148748,0.148748
0.476,0.148692,0.148692
0.4765,0.148635,0.148635
0.477,0.148578,0.148578
0.4775,0.148521,0.148521
0.478,0.148464,0.148464
0.4785,0.148407,0.148407
0.479,0.14835,0.14835
0.4795,0.148292,0.148292
0.48,0.148235,0.148235
0.4805,0.148177,0.148177
0.481,0.148119,0.148119
0.4815,0.148061,0.148061
0.482,0.148003,0.148003
